C:/Users/Ben/Documents/MeerkatReader/TrainingData/0_1.jpg,F,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/0_3.jpg,1,3
C:/Users/Ben/Documents/MeerkatReader/TrainingData/0_4.jpg,1,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/0_5.jpg,5,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/0_6.jpg,1,6
C:/Users/Ben/Documents/MeerkatReader/TrainingData/1_1.jpg,F,7
C:/Users/Ben/Documents/MeerkatReader/TrainingData/1_2.jpg,H,8
C:/Users/Ben/Documents/MeerkatReader/TrainingData/1_3.jpg,1,9
C:/Users/Ben/Documents/MeerkatReader/TrainingData/1_4.jpg,1,10
C:/Users/Ben/Documents/MeerkatReader/TrainingData/1_5.jpg,5,11
C:/Users/Ben/Documents/MeerkatReader/TrainingData/1_6.jpg,1,12
C:/Users/Ben/Documents/MeerkatReader/TrainingData/2_1.jpg,F,13
C:/Users/Ben/Documents/MeerkatReader/TrainingData/2_2.jpg,H,14
C:/Users/Ben/Documents/MeerkatReader/TrainingData/2_3.jpg,1,15
C:/Users/Ben/Documents/MeerkatReader/TrainingData/2_4.jpg,1,16
C:/Users/Ben/Documents/MeerkatReader/TrainingData/2_6.jpg,1,18
C:/Users/Ben/Documents/MeerkatReader/TrainingData/3_1.jpg,F,19
C:/Users/Ben/Documents/MeerkatReader/TrainingData/3_4.jpg,1,22
C:/Users/Ben/Documents/MeerkatReader/TrainingData/3_5.jpg,5,23
C:/Users/Ben/Documents/MeerkatReader/TrainingData/3_6.jpg,1,24
C:/Users/Ben/Documents/MeerkatReader/TrainingData/4_1.jpg,F,25
C:/Users/Ben/Documents/MeerkatReader/TrainingData/4_3.jpg,1,27
C:/Users/Ben/Documents/MeerkatReader/TrainingData/4_4.jpg,1,28
C:/Users/Ben/Documents/MeerkatReader/TrainingData/4_5.jpg,5,29
C:/Users/Ben/Documents/MeerkatReader/TrainingData/4_6.jpg,1,30
